pid,season,name,min,value,box,pm,pir40
P011626,E2024,"DOERRIES, AMON",34.32,-2.8000209206144016,-2.792243931540223,-0.007776989074178314,14.360323601534422
P011631,E2024,"RAPIEQUE, ELIAS",406.48,-5.840520674087634,-4.083176622926913,-1.7573440511607215,9.020847153210598
P011649,E2024,"GONZALEZ, HUGO",226.35999999999999,-2.869405228673109,-3.3828978776967107,0.5134926490236019,9.58720022722792
P011666,E2024,"SARR, DAME",77.63,2.4698452482688498,2.7347375445692066,-0.26489229630035666,16.939023060058005
P011816,E2024,"AKELE, NICOLA",165.24,1.9716107745806049,2.539761007093499,-0.5681502325128942,15.114155731255103
P011836,E2024,"MIKE, ISIAHA",353.24,-0.3243191616378436,-1.6650351486159578,1.3407159869781142,11.845553495186003
P011925,E2024,"WALLACE, TYRONE",22.35,-5.172085955311391,-5.567553242159369,0.39546728684797855,14.130598007013514
P011934,E2024,"WETZELL, YANNI",583.89,2.980894194593179,3.014079503925417,-0.03318530933223807,21.185978251119483
P011941,E2024,"GILLESPIE, FREDDIE",244.07999999999998,0.7049495248386295,0.09926642835754396,0.6056830964810855,13.162283963491351
P011948,E2024,"HOWARD, MARKUS",714.85,-8.705256063845155,-9.760358127604066,1.0551020637589117,11.79220551777395
P011949,E2024,"HOMMES, DAULTON",72.69999999999999,1.9892984307602344,2.236712035387877,-0.2474136046276424,14.874804088929379
P011965,E2024,"MITROU-LONG, NAZ",12.36,0.642149949327661,0.3750630970828949,0.2670868522447661,16.454954308989883
P011981,E2024,"JONES, TYRIQUE",724.28,7.276895064943083,6.853945196204048,0.4229498687390346,26.94336713999867
P011983,E2024,"BRAZDEIKIS, IGNAS",512.03,-1.9797804034301243,-3.3198027006378275,1.3400222972077032,17.137850540264534
P011987,E2024,"EDWARDS, CARSEN",1008.87,-3.9138343062902585,-5.412205883392592,1.4983715771023336,22.69777220608196
P012044,E2024,"DOS SANTOS, YAGO",568.57,-1.941571304458766,-2.204165939170215,0.26259463471144917,18.26118232370298
P012058,E2024,"NDIAYE, OUSMANE",115.24,-1.627462145397942,-1.342330048650279,-0.2851320967476632,15.837570461615423
P012080,E2024,"LUWAWU-CABARROT, TIMOTHE",648.47,-6.029413918795383,-6.609860520175041,0.5804466013796585,12.463931308079285
P012099,E2024,"GROSBER, DORIAN",5.9,-0.9344289473383142,-0.9941463039396919,0.05971735660137778,15.947862758811173
P012100,E2024,"NUFER, ANTON",22.41,-1.7948605285209644,-1.7536514426812735,-0.04120908583969091,14.123671809150425
P012103,E2024,"GRUJICIC, MATHIEU",2.46,0.21751505742872085,0.26826210597079964,-0.05074704854207879,17.654486298634623
P012113,E2024,"LONATI, ACHILLE",2.43,-1.9774825797637314,-2.0640835904066104,0.08660101064287892,15.707104033565393
P012123,E2024,"KHARCHENKOV, IVAN",161.41,-7.2661501979286,-5.70895716285307,-1.5571930350755296,10.898124272820871
P012126,E2024,"VOLF, IVAN",7.17,-1.2969276756335166,-0.9381865373039332,-0.3587411383295834,17.625069199944978
P012167,E2024,"BOSNJAKOVIC, MITAR",35.769999999999996,-2.8946506739064213,-2.053601551230635,-0.8410491226757865,14.20695784162999
P012168,E2024,"GUEYE, SIDI",4.74,-1.0913215057275039,-1.177504405787287,0.08618290005978321,16.888282090491728
P012181,E2024,"JUZENAS, MANTAS",1.6400000000000001,-0.1861352004296209,-0.21084894207830657,0.024713741648685672,16.222733826821166
P012199,E2024,"DURU, DECLAN",0.95,-0.957704458974846,-0.9713321155649126,0.013627656590066605,16.333617297257092
P012201,E2024,"MONEKE, CHIMA",930.7,1.2941117872243921,2.108284385434376,-0.8141725982099837,25.5058490988242
P012263,E2024,"SISSOKO, YOHANN",34.239999999999995,0.22347570104989423,1.1694374692639466,-0.9459617682140524,14.964829157911971
P012317,E2024,"VILLAR, RAUL",13.97,-2.5192022539163355,-2.4005395213581906,-0.11866273255814491,14.818624779837705
P012515,E2024,"TARPEY, TERRY",266.06,7.7639363419615695,5.9078973667710235,1.8560389751905462,14.66666302288724
P012585,E2024,"MORGAN, MATTHEW",634.37,-2.9091661750972535,-4.095374944402785,1.1862087693055314,16.461563879458723
P012591,E2024,"TUCKER, RAYJON",226.22,-6.084810390281496,-5.5086020706199195,-0.5762083196615766,13.515047103666554
P012597,E2024,"BALDWIN, KAMAR",535.32,-2.955595353799769,-3.1912799960953127,0.23568464229554373,12.857896282437359
P012604,E2024,"WILLIAMS, TREVION",636.72,3.886557158229765,3.251240966993888,0.6353161912358767,21.34987331164907
P012608,E2024,"SHORTS, TJ",1011.19,3.1326335693233385,2.097667898958789,1.0349656703645493,31.86572833283066
P012609,E2024,"MALCOLM, COLLIN",625.48,-2.318042517487573,-2.7285162050507408,0.41047368756316804,15.560564958590316
P012610,E2024,"WARD, TYSON",1001.16,2.155470222162795,1.7227465545037752,0.43272366765902,17.18994393744606
P012611,E2024,"HERRERA, SEBASTIAN",202.02,-1.8572863248085927,-2.7950308229536533,0.9377444981450607,9.83007306191015
P012612,E2024,"SHAHRVIN, ENZO",43.92,0.7778497412099805,0.4037759960639395,0.374073745146041,16.181758380753912
P012613,E2024,"JANTUNEN, MIKAEL",969.48,4.0473832329659345,3.002227623557727,1.0451556094082077,15.118448840705858
P012622,E2024,"MITCHELL, MATTHEW",416.98,-2.9200319025031947,-4.656025242540165,1.7359933400369707,9.301865964172896
P012640,E2024,"HIFI, NADIR",758.77,-6.62495685795352,-6.2063934229451325,-0.41856343500838744,20.691079877217536
P012710,E2024,"OSMANI, ERCAN",646.75,2.4307027331621893,-0.09568954514898256,2.526392278311172,16.670744782267295
P012712,E2024,"HERNANGOMEZ, JUANCHO",1092.86,6.268403704396222,7.772326664368935,-1.5039229599727117,21.937929569403035
P012715,E2024,"MANEK, BRADY",214.47,-0.7882118324667481,-1.342936859686755,0.5547250272200069,11.34886846490318
P012720,E2024,"BROWN, STERLING",875.95,1.0146923267361094,0.7184974482835325,0.29619487845257686,17.755908259806446
P012721,E2024,"BEAN, JUSTIN",256.79,0.15573520502307936,2.5686863298380485,-2.412951124814969,18.97160421020237
P012731,E2024,"NDIAYE, MBAYE",272.64,-0.33445430446169777,-0.24528213266727705,-0.08917217179442072,15.266419778225913
P012742,E2024,"DOZIER JR, PERRY",332.3,2.98519615977316,1.0372288114628405,1.94796734831032,18.711262239551477
P012745,E2024,"PARKER, JABARI",1061.35,-1.096115734610263,-1.2898050149837064,0.19368928037344346,18.19337724730538
P012774,E2024,"NUNN, KENDRICK",1233.06,0.35000777769858304,-1.6514468244597449,2.001454602158328,23.771532163712138
P012786,E2024,"DAUM, MIKE",286.06,-1.1406471854384992,-2.6016692503933787,1.4610220649548795,14.528515428063265
P012788,E2024,"OTURU, DAN",630.32,7.062606104037855,6.138678097238284,0.9239280067995714,25.480445100994224
P012795,E2024,"ANDERSON, JUSTIN",724.12,2.5444240404700724,2.446761032437387,0.09766300803268552,17.28981054477273
P012878,E2024,"WRIGHT, MOSES",230.94,0.631526532147701,0.3702095558059537,0.26131697634174733,19.00307809922676
P013250,E2024,"DeJULIUS, DAVID",168.58,-6.565108512754648,-6.073131312860987,-0.49197719989366084,11.351845506583153
P013363,E2024,"NWORA, JORDAN",622.4,-2.0262259685519624,-2.51973454008135,0.4935085715293879,16.40210225104942
P013364,E2024,"JOHNSON, STANLEY",133.36,-4.560601224515595,-3.8842329362951378,-0.6763682882204571,11.008221915315836
P013365,E2024,"BROWN, VITTO",314.68,0.5940869124985928,-1.2197142862100039,1.8138011987085967,14.008099416798744
P013367,E2024,"FORREST, TRENT",842.55,-1.313910724414947,-1.8159461317313237,0.5020354073163766,18.639731225036446
P013368,E2024,"YEBO, KEVIN",99.53,-1.9431370411277404,-1.077404471019964,-0.8657325701077765,15.480773147687582
P013369,E2024,"JONES, CARLIK",916.8,1.0916115653155356,-0.057024806259416194,1.148636371574952,24.831706005269574
P013370,E2024,"WASHINGTON, DUANE",276.5,-6.221274763319549,-5.935795211575844,-0.2854795517437052,16.066078794576637
P013371,E2024,"HARRISON, SHAQUILLE",555.96,-2.1498031443009635,-0.9949033483258678,-1.1548997959750957,11.66058702688899
P013372,E2024,"SCHOFIELD, ADMIRAL",102.04,-3.145661280321189,-2.489491603351952,-0.6561696769692369,12.318742160750858
P013373,E2024,"CAVALIERE, LEOPOLD",393.67,4.324834439160879,4.465047360949454,-0.14021292178857392,14.278523439054638
P013374,E2024,"DIOUF, MOUHAMET",491.46,3.4554079438299077,4.181805431656125,-0.7263974878262169,19.492237287657833
P013377,E2024,"PAUL, MBIYA",22.57,1.6305757605439783,1.9690306143047633,-0.338454853760785,15.736955749025892
P013378,E2024,"RATHAN-MAYES, XAVIER",275.32,-5.035332545155301,-5.144696208213204,0.10936366305790252,14.091651567084364
P013379,E2024,"METU, CHIMEZIE",480.9,3.920771153571567,2.741145811532286,1.1796253420392806,22.463209960678437
P013380,E2024,"FOURNIER, EVAN",954.3,-4.932850419519015,-4.037450942375667,-0.8953994771433484,19.319812829515417
P013381,E2024,"RAYMAN, WILLIAM",375.89,5.926968502245468,5.779766374385208,0.14720212786026055,12.710665628943882
P013382,E2024,"RANDOLPH, LEVI",914.96,-2.6223652280362293,-1.9388701333971892,-0.6834950946390399,17.50697433017863
P013383,E2024,"GABRIEL, WENYEN",528.83,3.7910897938924863,2.8983342002527053,0.8927555936397811,16.99804186530239
P013384,E2024,"BROOKS, ARMONI",480.38,1.0809944438167978,0.31478768692407555,0.7662067568927222,16.48726466480255
P013385,E2024,"DIOP, OUSMANE",159.81,3.4373282298035948,3.8008465626256465,-0.3635183328220518,16.19983320949195
P013386,E2024,"McCORMACK, DAVID",457.42,4.258981657738229,5.375171840051485,-1.1161901823132565,22.33303194388092
P013389,E2024,"LEE, SABEN",366.68,-3.805952377219464,-1.013385168190891,-2.792567209028573,19.647035797887426
P013396,E2024,"MAYS, SKYLAR",141.81,-6.736507172282531,-5.483070730066167,-1.2534364422163635,14.262762773078466
P013403,E2024,"WALKER IV, LONNIE",423.54,-5.319014660828229,-4.6252749830938455,-0.6937396777343827,19.652516839511982
P013405,E2024,"ROBERSON, ANDRE",646.02,2.186840044114783,2.251124193015687,-0.06428414890090389,16.365350347387608
P013505,E2024,"NETO, RAUL",7.1,1.1004374908772159,1.2140206969754295,-0.1135832060982137,19.130519758712452
P013514,E2024,"MENSAH, NATHAN",5.59,-0.8739647702133483,-1.0162175942552925,0.1422528240419442,15.994683835193706
P013666,E2024,"SMITH JR, DENNIS",20.65,-5.766358422275436,-5.646986456435537,-0.11937196583989855,14.661240498616689
P013667,E2024,"FERNANDO, BRUNO",166.58,-0.7655214270957889,-0.5051036471828554,-0.26041777991293347,16.53867006586429
P013695,E2024,"HOLIDAY, JUSTIN",139.46,-6.231102870712768,-4.779783968204634,-1.4513189025081332,11.897096242203723
P013696,E2024,"BANGO, JILSON",69.97,2.10101986392313,1.666214692741777,0.4348051711813531,17.231738931329666
P013699,E2024,"CLARK III, JIMMY",151.73,0.3186420373984724,-2.053965783328082,2.3726078207265546,18.149917237349953
P013774,E2024,"BAKER II, ROBERT",99.05,1.690358807416109,2.597807555956966,-0.9074487485408571,16.52287699652401
P013775,E2024,"WONG, ISAIAH",85.87,-2.3597255305232006,-2.0007813105261816,-0.3589442199970192,18.34012302231723
PBCN,E2024,"BELINELLI, MARCO",412.08,-9.206649229688841,-10.017127213087422,0.8104779833985816,9.156535436178144
PJDR,E2024,"TEODOSIC, MILOS",234.36,-4.217056421891291,-3.181289333645335,-1.0357670882459562,14.143075326468786
PKIR,E2024,"KAHUDI, CHARLES",171.1,-5.093299873228979,-5.1488794271915115,0.055579553962532585,10.065948602575077
PLCZ,E2024,"MOTIEJUNAS, DONATAS",427.16,4.705523897663091,3.513922169787661,1.1916017278754298,19.82107645906006
PLHK,E2024,"PLEISS, TIBOR",37.99,-6.0477919731929255,-6.217494652836176,0.16970267964324973,11.949262020132643
PLMG,E2024,"MARJANOVIC, BOBAN",60.45,2.2336555990500004,2.121528830404992,0.11212676864500848,18.503450708370856
PLUO,E2024,"LAZIC, BRANKO",53.589999999999996,1.5455086859766687,1.5296602486767465,0.015848437299922136,14.642090410561257
PTGB,E2024,"LLULL, SERGIO",683.94,-7.532662027887421,-7.6221489724933855,0.08948694460596518,12.614331028086465
P000229,E2025,"JACKSON, EDWIN",330.21999999999997,-6.051386030731051,-6.253399726400327,0.20201369566927602,12.386403854209716
P000796,E2025,"MIROTIC, NIKOLA",590.51,8.082590879228437,7.746309758707657,0.3362811205207812,25.26955245566046
P000848,E2025,"NEDOVIC, NEMANJA",470.37,-0.7468329476160414,0.19338438762676535,-0.9402173352428067,15.233758202847456
P000925,E2025,"VESELY, JAN",804.22,0.6216795519410894,0.8075437972654878,-0.18586424532439833,17.748864951182348
P000956,E2025,"ANDJUSIC, DANILO",4.0,-2.0507554018373533,-1.957303907959691,-0.09345149387766225,16.623833328443304
P001133,E2025,"SHENGELIA, TORNIKE",848.26,2.4026192655701615,2.407993729826008,-0.005374464255846423,23.842489049583556
P001255,E2025,"PAPANIKOLAOU, KOSTAS",515.23,-2.8454518750424724,-4.454401356770748,1.6089494817282755,8.141473377693064
P001288,E2025,"LUCIC, VLADIMIR",764.63,0.16650243340518212,0.7961609433178829,-0.6296585099127008,18.283981201390308
P001518,E2025,"RICCI, GIAMPAOLO",622.88,3.9642834492638466,2.882067839462702,1.0822156098011444,11.687802493025266
P001557,E2025,"GIFFEY, NIELS",423.01,-3.434890396030596,-2.667147662204267,-0.7677427338263294,12.33031618163726
P001844,E2025,"HACKETT, DANIEL",498.69,-0.05149277335362758,-0.08862292023779102,0.03713014688416344,13.110088136027166
P001926,E2025,"SLOUKAS, KOSTAS",810.5,0.3727966771823742,0.9678990102789871,-0.5951023330966129,22.85434230220549
P001932,E2025,"CALATHES, NICK",596.24,-1.2672344964526776,-1.4050263002921541,0.13779180383947648,13.054232256345662
P002100,E2025,"DE COLO, NANDO",564.45,2.415351926018698,0.1968596178559211,2.218492308162777,26.682035768166305
P002328,E2025,"GRIGONIS, MARIUS",110.62,-4.272014141024167,-3.7817163711623802,-0.49029776986178686,9.917760260934875
P002329,E2025,"ULANOVAS, EDGARAS",779.1899999999999,0.8410604759902214,-0.2266227705206147,1.0676832465108361,14.659946844434199
P002580,E2025,"MICIC, VASILIJE",963.81,-3.23474765345666,-4.854332693532271,1.619585040075611,18.545490892319215
P002661,E2025,"PREPELIC, KLEMEN",363.12,-0.24078471438873117,-1.245790592938565,1.005005878549834,11.506474922607755
P002676,E2025,"BUTKEVICIUS, ARNAS",685.25,5.705392830071604,4.886251634314683,0.8191411957569208,16.923118326848904
P002849,E2025,"MELLI, NICOLO",831.12,7.387062227925058,3.9549816655095027,3.432080562415555,17.064265257064722
P002939,E2025,"SATORANSKY, TOMAS",921.75,3.635337872730963,2.2737340192171147,1.3616038535138482,17.54722649000059
P002968,E2025,"SANLI, SERTAC",54.89,-0.38631428892541175,-0.1928718715031239,-0.19344241742228785,13.744455201485593
P002969,E2025,"MAHMUTOGLU, MELIH",41.78,-5.4988723072798615,-5.30450912780951,-0.19436317947035173,12.476221372253516
P003048,E2025,"DUNSTON, BRYANT",186.11,2.748721973552241,2.7146197399264977,0.03410223362574316,17.227215637894876
P003091,E2025,"BIRSEN, METECAN",269.81,-0.6045148236483734,0.359941342549727,-0.9644561661981004,11.597519445547995
P003108,E2025,"HEZONJA, MARIO",994.93,-1.5119619378072695,-1.8696420060517043,0.35768006824443477,21.45240213178752
P003196,E2025,"HERNANGOMEZ, WILLY",528.03,3.9411674170555306,4.09151616425243,-0.1503487471968992,20.140564409595246
P003458,E2025,"BERTANS, DAVIS",540.6,-4.559545253962382,-3.51029025872158,-1.0492549952408012,12.68947653162364
P003469,E2025,"VEZENKOV, SASHA",1085.58,5.493854118095241,6.741489963161988,-1.2476358450667469,30.574806142274756
P003526,E2025,"LIGHTY, DAVID",612.8,-5.186832650354579,-4.732103634082285,-0.45472901627229434,9.72064908271339
P003527,E2025,"ABASS, AWUDU",507.7,-4.760747467300994,-4.377811897567089,-0.3829355697339046,7.649956666378317
P003733,E2025,"ABALDE, ALBERTO",654.05,-1.1865780744229193,-1.475221644222308,0.28864356979938877,10.674197554748497
P003836,E2025,"MICHINEAU, DAVID",8.92,-2.9279266435388216,-3.0172221707479636,0.089295527209142,15.505680005123974
P003842,E2025,"LESSORT, MATHIAS",317.25,4.300322935305167,2.37715479703188,1.923168138273287,20.440691830217148
P003941,E2025,"MILUTINOV, NIKOLA",861.3199999999999,11.67585973302989,11.24464607548929,0.4312136575405999,34.17059737252747
P003983,E2025,"AVRAMOVIC, ALEKSA",374.49,0.5643222791751136,0.11235667809412223,0.4519656010809913,22.02128320124366
P004004,E2025,"GUDURIC, MARKO",771.4,-1.1986397909994786,-0.9457039384365946,-0.2529358525628839,19.886250477574137
P004007,E2025,"DOBRIC, OGNJEN",312.51,1.8293299365860198,0.8263541721605406,1.0029757644254793,15.051462185542421
P004088,E2025,"OSMAN, CEDI",1065.03,0.7522198460169948,1.1317880533072442,-0.3795682072902494,18.51358219630233
P004132,E2025,"THEIS, DANIEL",779.9300000000001,4.850658843871201,5.174622450395297,-0.32396360652409656,22.966461725544193
P004161,E2025,"SEGEV, ITAY",2.98,-0.8429573332253891,-0.9848580394821566,0.1419007062567674,16.011639795670064
P004197,E2025,"OUATTARA, YAKUBA",572.5,-5.943010830643849,-5.22773069564517,-0.7152801349986786,11.135879057484168
P004292,E2025,"TOLIOPOULOS, VASSILIS",95.64,-3.609551564437688,-3.4394283213443466,-0.17012324309334143,15.788584472286363
P004451,E2025,"KOUZELOGLOU, IOANNIS",16.92,-2.2636103800265164,-1.9383184407955711,-0.3252919392309451,14.786851404020727
P004508,E2025,"OBST, ANDREAS",930.54,-4.782016995986927,-6.293118810262152,1.5111018142752255,18.018590900069967
P004512,E2025,"KRATZER, LEON",57.99,-1.085255485647882,-0.13284599483807846,-0.9524094908098034,9.930240307349221
P004655,E2025,"BAKO, ISMAEL",83.25,0.9066182792414407,1.0479864854748016,-0.14136820623336085,14.454999542472597
P004761,E2025,"MARINKOVIC, VANJA",389.35,-9.382797785644591,-5.41659355491653,-3.966204230728062,9.99055617892736
P004846,E2025,"TIMOR, BAR",57.82,1.6665702427285125,1.706246353008567,-0.039676110280054355,15.516909556191251
P004863,E2025,"JOVIC, STEFAN",351.07,-0.16239910590484577,-0.14081570593068196,-0.02158339997416381,16.691153626173552
P004866,E2025,"KALINIC, NIKOLA",903.28,-1.122687167262999,-1.8709103611880396,0.7482231939250407,11.411449113067242
P004887,E2025,"POIRIER, VINCENT",259.12,4.611751869114506,3.275906212805755,1.3358456563087509,21.967249571614236
P004888,E2025,"CLYBURN, WILL",843.59,0.9090455733457125,0.41860883287664685,0.4904367404690656,22.392012066849055
P005353,E2025,"YURTSEVEN, OMER",240.36,4.845400230189885,5.919617941819903,-1.0742177116300182,23.76565597061377
P005356,E2025,"LOPEZ-AROSTEGUI, XABI",84.74,-4.95078466149802,-5.69161126184529,0.7408266003472697,10.008004038963424
P005379,E2025,"CANCAR, VLATKO",15.450000000000001,-3.604825707877057,-3.694323236695674,0.08949752881861722,13.242777532768326
P005422,E2025,"JALLOW, KARIM",777.43,-3.0908249333487,-3.717655569909881,0.6268306365611811,11.17910108630672
P005504,E2025,"BIRUTIS, LAURYNAS",409.7,7.221305629467744,6.299372579299961,0.9219330501677827,20.264623633820094
P005596,E2025,"SIMA, YANKUBA",49.45,-0.36482903887688084,-0.7445629083693162,0.3797338694924353,12.371218910392127
P005670,E2025,"FLACCADORI, DIEGO",41.29,-0.8872540929138838,-1.8539665122217457,0.9667124193078619,13.935017808465593
P005683,E2025,"RADANOV, ALEKSA",68.28,-2.1437753632900387,-2.928683364406497,0.7849080011164581,10.749219551688277
P005713,E2025,"KURUCS, RODIONS",550.01,0.2213473452683109,-0.6952271360098028,0.9165744812781137,13.982675137548812
P005791,E2025,"TAVARES, WALTER",887.52,3.55581711758659,5.557653957934216,-2.0018368403476257,26.175549524220372
P005844,E2025,"PAPAGIANNIS, GEORGIOS",73.89,0.17084922120487278,-0.7725944990841173,0.94344372028899,15.923162149393892
P005928,E2025,"CAMPAZZO, FACUNDO",1073.05,-0.23058772897991486,0.2725466670000981,-0.503134395980013,23.126788002351226
P005942,E2025,"DANGUBIC, NEMANJA",107.36,-0.3012385919032285,-0.13361565763696226,-0.16762293426626623,9.880780604543322
P005985,E2025,"JAMES, MIKE",1167.49,-2.0913191435810714,-1.3194054245546345,-0.771913719026437,24.81193434753576
P006085,E2025,"DIMITRIJEVIC, NENO",333.83,-0.1275215847761546,-0.9616575464862636,0.834135961710109,24.546201660000698
P006240,E2025,"PLAVSIC, UROS",35.55,1.002755822114789,0.41653745235293704,0.5862183697618519,13.93492191927778
P006277,E2025,"TOTE, LEONARDO",17.2,-0.497644692329303,0.32142046949076475,-0.8190651618200677,18.505790666878013
P006372,E2025,"YILMAZ, ERKAN",203.82,0.6869873192059435,0.2691030396613132,0.41788427954463025,10.693432513192363
P006435,E2025,"LAPROVITTOLA, NICOLAS",336.69,-5.3993541544104335,-4.337130889870797,-1.0622232645396372,17.24078560571138
P006482,E2025,"KRAMER, DAVID",158.72,-3.075974049968625,-3.010044014170618,-0.06593003579800674,8.53771902503905
P006509,E2025,"TONUT, STEFANO",89.69,-1.112043837403568,-0.9007396439534016,-0.21130419345016632,12.066417134050837
P006540,E2025,"MUSA, DZANAN",480.37,-0.3175126286379165,-0.6438561266282209,0.3263434979903044,22.34588050064287
P006568,E2025,"FALL, YOUSSOUPHA",134.85,5.985901143386984,5.896602134758483,0.08929900862850072,22.009276841209726
P006590,E2025,"BEAUBOIS, RODRIGUE",260.52,-2.027214451434639,-1.6823844346914174,-0.34483001674322145,15.668697065788596
P006591,E2025,"NTILIKINA, FRANK",393.84,-6.670454026451831,-6.682176353989631,0.011722327537799171,8.522757707269772
P006643,E2025,"PUERTO, JOSEP",598.42,0.18896069142668515,0.24713704857401225,-0.05817635714732712,13.872567604246877
P006661,E2025,"WILBEKIN, SCOTTIE",88.96,-2.7192408191792303,-1.3961729426748084,-1.3230678765044221,16.558418004647038
P006725,E2025,"EBOUA, PAUL",337.7,2.421971512118305,2.7110876581751504,-0.2891161460568454,16.287134261270513
P006739,E2025,"PAJOLA, ALESSANDRO",458.03,5.255371981465044,2.1443714440285917,3.111000537436452,14.92550340691021
P006760,E2025,"BONGA, ISAAC",1055.78,0.8717652720536737,1.6805344895812846,-0.8087692175276109,20.322966884838035
P006835,E2025,"HOARD, JAYLEN",1008.39,4.841134277262768,4.198314372267358,0.6428199049954091,21.949745726827295
P006904,E2025,"AYAYI, JOEL",136.87,-2.6767194875047053,-1.8309837821761956,-0.8457357053285097,13.209265276979371
P006961,E2025,"BIBEROVIC, TARIK",997.79,-0.3771791333405927,-2.4756642219760154,2.0984850886354227,13.999834819189555
P007027,E2025,"MALEDON, THEO",646.54,1.4539725706952111,1.0726818947970191,0.381290675898192,25.141156088298153
P007029,E2025,"SIRVYDIS, DEIVIDAS",331.31,-3.592748622297547,-5.450808977159758,1.8580603548622108,12.818804725506256
P007032,E2025,"LO, MAODO",738.9,-2.5356531285745554,-2.895558813161695,0.35990568458714,15.793156116531295
P007056,E2025,"BOOKER, DEVIN",718.24,0.016750361422222526,-0.9420205583253768,0.9587709197475993,18.97839101749866
P007109,E2025,"SMITS, ROLANDS",664.27,-3.1823138674893183,-0.40516131431190117,-2.7771525531774173,13.305348458212547
P007182,E2025,"BIRCH, KHEM",711.38,5.507414637033003,3.254644189581888,2.252770447451115,12.483520257041219
P007200,E2025,"LARKIN, SHANE",364.26,-2.857063631202906,-4.272949019595506,1.4158853883926,19.318654775681953
P007201,E2025,"VOIGTMANN, JOHANNES",299.08,2.2218922682068154,3.5604640594943433,-1.3385717912875277,18.865587516683632
P007230,E2025,"SEDEKERSKIS, TADAS",310.44,-1.3033635427304233,0.19992450754214186,-1.5032880502725652,16.881587238471162
P007464,E2025,"PARRA, JOEL",746.24,0.6344369575362947,0.5866378404521372,0.047799117084157516,14.994420809886206
P007513,E2025,"GIEDRAITIS, DOVYDAS",249.66,-5.002412795641967,-3.4358414753050117,-1.5665713203369553,9.06274285350942
P007527,E2025,"BADIO, BRANCOU",819.81,-3.9644870672931294,-4.295104544324548,0.3306174770314192,18.53521777993075
P007579,E2025,"SAMANIC, LUKA",69.00999999999999,-2.4056418483312445,-1.2972739399454443,-1.1083679083858002,18.749651891356155
P007630,E2025,"GARUBA, USMAN",499.8,7.688407702458997,5.043063809891279,2.645343892567719,19.95478270449834
P007632,E2025,"NAKIC, MARIO",6.22,-0.15558602711211483,-0.2225997983621084,0.06701377124999354,17.40612564637642
P007673,E2025,"TRIFUNOVIC, UROS",3.17,-1.3655701498673187,-1.2894159549697397,-0.0761541948975791,17.145281246080287
P007736,E2025,"LAKIC, ARIJAN",328.49,-1.3097172142670463,-0.7297614527716967,-0.5799557614953498,10.382689598726
P007831,E2025,"SHIELDS, SHAVON",941.41,-3.7263463905858143,-1.7999559420371125,-1.9263904485487018,18.867572489373163
P007853,E2025,"MCKISSIC, SHAQUIELLE",311.71,2.973353741676239,1.1979181981149116,1.7754355435613276,17.315291506541264
P007866,E2025,"MITOGLOU, KONSTANTINOS",401.15999999999997,0.4952766099354392,-0.23155545515032427,0.7268320650857635,16.69901561608689
P007929,E2025,"BITIM, ONURALP",307.57,-1.026747995538881,-0.42556245590590236,-0.6011855396329787,11.111903884383306
P007947,E2025,"VILDOZA, LUCA",659.63,0.6186065901235198,0.9968639247477477,-0.3782573346242279,18.44171328957269
P007960,E2025,"DAVIDOVAC, DEJAN",298.96999999999997,0.7857752969526715,0.5177914870903271,0.2679838098623444,11.652201083184458
P007975,E2025,"FRANCISCO, SYLVAIN",1166.62,-0.5422232135377658,0.09346846260592745,-0.6356916761436933,26.8185238399505
P007982,E2025,"WILLIAMS-GOSS, NIGEL",745.93,-4.578692574588779,-1.5532152025026522,-3.025477372086127,18.120741274287592
P007990,E2025,"DIBARTOLOMEO, JOHN",386.87,-0.20050962791247184,1.6065903303863125,-1.8070999582987843,13.492058796307235
P007993,E2025,"M'BAYE, AMATH",588.32,-5.354916056915366,-4.6206468496653965,-0.7342692072499692,14.71536300871412
P008072,E2025,"DIOP, KHALIFA",468.53000000000003,3.143105628867318,3.773608231034814,-0.6305026021674958,15.142347222060584
P008099,E2025,"STRAZEL, MATTHEW",1045.52,-3.444179598947397,-2.892587521323353,-0.551592077624044,18.095606070743507
P008104,E2025,"ZAGARS, ARTURS",56.36,-4.687954868116909,-3.528743290369544,-1.1592115777473655,16.42925726629639
P008161,E2025,"BEGARIN, JUHANN",309.9,-2.445229988761218,-1.902914815500101,-0.5423151732611169,12.610096770329601
P008173,E2025,"SPAGNOLO, MATTEO",572.44,-1.3363729610795387,-1.604944063862396,0.26857110278285723,16.371540458863397
P008176,E2025,"MUTAF, DAVID",49.760000000000005,-3.393422228359044,-2.005461621380264,-1.38796060697878,14.482362888342038
P008192,E2025,"TUBELIS, AZUOLAS",953.13,1.1818712855517717,3.3411964461667343,-2.1593251606149626,21.96203570894201
P008232,E2025,"POKUSEVSKI, ALEKSEJ",325.85,-1.0757589538272647,-1.5441824599388914,0.4684235061116266,11.386353566180823
P008325,E2025,"KAMENJAS, KENAN",304.13,4.301919014254822,5.826131278721501,-1.5242122644666791,20.31247040842824
P008384,E2025,"PROCIDA, GABRIELE",39.9,-1.7956824141067818,-2.142812876777222,0.34713046267044034,14.35939003686993
P008811,E2025,"FALL, MOUSTAPHA",13.43,0.5935996121581517,0.6327397399354345,-0.03914012777728279,19.120855736208263
P008829,E2025,"PETERS, ALEC",652.91,7.202095260071259,5.492368405618654,1.709726854452604,21.687689984404646
