league,season,mid,date,team,opp,is_home,gf,np_raw,np_comp,pen,ns,red_xg,comp_np_scaled,sf,xg_model,ns_eff,xgps
SerieA,2425,4535536,2024-12-06,10167,8636,0,1,0.3821653798222542,0.3821653798222542,0,4,0.0,0.5686932673606738,1.4880815934325975,0.5686932673606738,4.0,0.14217331684016846
SerieA,2425,4535536,2024-12-06,8636,10167,1,3,1.7700256598182023,1.2556333986110986,0,18,0.0,1.8684849485723913,1.4880815934325975,1.8684849485723913,18.0,0.10380471936513286
SerieA,2425,4535534,2024-12-07,9804,10233,0,0,0.5854750284925103,0.4345039391890168,0,10,0.0,0.6465773141811326,1.4880815934325975,0.6465773141811326,10.0,0.06465773141811326
SerieA,2425,4535534,2024-12-07,10233,9804,1,0,0.48943106830120087,0.48943106830120087,0,5,0.0,0.7283133639930695,1.4880815934325975,0.7283133639930695,5.0,0.1456626727986139
SerieA,2425,4535537,2024-12-07,9857,9885,0,2,0.9290078934282064,0.42012121342122555,0,10,0.3652,0.6251746447026937,1.4880815934325975,0.9903746447026938,13.652000000000001,0.07254428982586388
SerieA,2425,4535537,2024-12-07,9885,9857,1,2,1.0195701904594898,0.7484632581472397,0,10,-0.1826,1.113774397809498,1.4880815934325975,0.9311743978094981,11.826,0.07873959054705716
SerieA,2425,4535540,2024-12-07,9888,8686,0,1,0.09317116253077984,0.09317116253077984,1,2,0.0,0.1386462920007704,1.4880815934325975,0.3886462920007704,3.0,0.1295487640002568
SerieA,2425,4535540,2024-12-07,8686,9888,1,4,1.8981617344543338,1.581846765987575,0,23,0.0,2.353917056096992,1.4880815934325975,2.353917056096992,23.0,0.10234421983030399
SerieA,2425,4535533,2024-12-08,8529,8535,0,0,0.8425576882436872,0.6892218129709363,0,8,0.0,1.0256182936742946,1.4880815934325975,1.0256182936742946,8.0,0.12820228670928682
SerieA,2425,4535533,2024-12-08,8535,8529,1,1,0.32473763544112444,0.32473763544112444,0,8,0.0,0.4832360979947624,1.4880815934325975,0.4832360979947624,8.0,0.0604045122493453
SerieA,2425,4535535,2024-12-08,8534,9876,0,4,1.3059885976836085,0.8568869469687342,0,15,0.0,1.2751176934368278,1.4880815934325975,1.2751176934368278,15.0,0.08500784622912186
SerieA,2425,4535535,2024-12-08,9876,8534,1,1,0.9407051559537649,0.9407051559537649,0,12,0.0,1.3998460274219386,1.4880815934325975,1.3998460274219386,12.0,0.11665383561849489
SerieA,2425,4535539,2024-12-08,8543,9875,0,1,0.29392297426238656,0.29392297426238656,0,7,0.0,0.4373813678868205,1.4880815934325975,0.4373813678868205,7.0,0.06248305255526008
SerieA,2425,4535539,2024-12-08,9875,8543,1,0,0.5588520569726825,0.5588520569726825,0,12,0.0,0.8316174594329941,1.4880815934325975,0.8316174594329941,12.0,0.06930145495274952
SerieA,2425,4535541,2024-12-08,10171,7881,0,2,1.0461139138787985,0.5352919217199087,0,10,0.0,0.796558055824559,1.4880815934325975,0.796558055824559,10.0,0.0796558055824559
SerieA,2425,4535541,2024-12-08,7881,10171,1,2,0.32709612185135484,0.32709612185135484,0,8,0.0,0.4867457182101872,1.4880815934325975,0.4867457182101872,8.0,0.0608432147762734
SerieA,2425,4535538,2024-12-09,8600,6504,0,2,1.2179742082953453,0.8923111960291863,0,10,0.0,1.3278318664248585,1.4880815934325975,1.3278318664248585,10.0,0.13278318664248584
SerieA,2425,4535538,2024-12-09,6504,8600,1,1,1.3164741899818182,1.3164741899818182,0,27,0.0,1.9590210103410322,1.4880815934325975,1.9590210103410322,27.0,0.07255633371633452
SerieA,2425,4535545,2024-12-13,9804,8534,0,1,0.9977193232625723,0.8770872589200736,0,14,0.0498,1.3051774058332122,1.4880815934325975,1.3549774058332122,14.498,0.0934596086241697
SerieA,2425,4535545,2024-12-13,8534,9804,1,0,0.5656980834901333,0.4491896711289883,0,10,-0.0249,0.6684308815670893,1.4880815934325975,0.6435308815670893,10.249,0.06278962645790703
SerieA,2425,4535543,2024-12-14,8524,8529,0,1,1.464048182591796,1.0087138164788483,0,12,0.0,1.5010484633433212,1.4880815934325975,1.5010484633433212,12.0,0.12508737194527678
SerieA,2425,4535543,2024-12-14,8529,8524,1,0,1.5930139869451523,1.0255791425704956,0,12,0.0,1.5261454446675402,1.4880815934325975,1.5261454446675402,12.0,0.12717878705562835
SerieA,2425,4535546,2024-12-14,7881,9885,0,2,0.4472830491140485,0.4472830491140485,0,8,0.0,0.6655936724410241,1.4880815934325975,0.6655936724410241,8.0,0.08319920905512801
SerieA,2425,4535546,2024-12-14,9885,7881,1,2,1.402310425415635,0.5152131829410791,1,11,0.0,0.7666792542284413,1.4880815934325975,1.0166792542284413,12.0,0.08472327118570344
SerieA,2425,4535551,2024-12-14,9875,8600,0,3,2.1876646913588047,1.4172209218144418,0,17,0.0,2.1089403675796494,1.4880815934325975,2.1089403675796494,17.0,0.12405531573997938
SerieA,2425,4535551,2024-12-14,8600,9875,1,1,1.0509441755712032,0.4716173052787781,1,6,0.0,0.7018050311296319,1.4880815934325975,0.9518050311296319,7.0,0.13597214730423313
SerieA,2425,4535542,2024-12-15,8535,9857,0,0,1.0205729473382235,0.8725027699023485,0,10,0.0,1.2983553121106417,1.4880815934325975,1.2983553121106417,10.0,0.12983553121106417
SerieA,2425,4535542,2024-12-15,9857,8535,1,1,1.1973623102530837,1.0341145312413573,0,16,0.0,1.5388467994414425,1.4880815934325975,1.5388467994414425,16.0,0.09617792496509016
